id,title,type,works_type,status,stade_reception,canton,progress_percent,estimated_cost,total_contract_amount_paid,population,beneficiaires_totaux,cout_par_beneficiaire,launch_date,expected_end_date,work_completion_date,retard_jours,expected_duration,location_name
770,Construction d’un centre communautaire à Mandouri Centre + forage photovoltaïque,Forage Photovoltaïque (Centre communautaire),Construction,Réception définitive 100.0%,Reception definitive,,0.0,20000000.0,11751680.0,6700.0,6700.0,2985.0746268656717,2024-01-23,,2024-06-19,,3.0,MANDOURI CENTRE
783,Construction et équipement d’un Centre Communautaire à Papri centre + forage photovoltaïque,Forage Photovoltaïque (Centre communautaire),Construction,Remise de l'ouvrage à la communauté 100.0%,Remis a la communaute,,100.0,20000000.0,12343730.0,1813.0,1813.0,11031.439602868175,2024-01-18,2024-04-15,2024-04-03,-12.0,3.0,PAPRI-CENTRE
792,Construction et équipement d’un Centre Communautaire à Pogno-centre + forage photovoltaïque,Forage Photovoltaïque (Centre communautaire),Construction,Remise de l'ouvrage à la communauté 100.0%,Remis a la communaute,,100.0,20000000.0,27680536.0,4453.0,4453.0,4491.354143274197,2024-02-10,2025-05-09,2024-04-13,-391.0,3.0,POGNO CENTRE
802,Electrification (installation des lampadaires solaires,Forages photovoltaïques dans les communautés pour eau de boisson,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,22773165.0,14291152.0,186.0,186.0,122436.37096774194,2025-02-25,2025-05-25,2025-05-23,-2.0,3.0,TALGUIMBOUNTE 1
818,Construction d'un Bâtiment scolaire de 3 salles de classe avec bureau et magasin clôturé plus deux blocs de latrine,Forages photovoltaïques dans les établissements scolaires,Construction,Réception définitive 100.0%,Reception definitive,,60.0,20000000.0,7962981.0,467.0,30.0,666666.6666666666,2024-10-02,2024-12-02,2024-11-20,-12.0,2.0,DJANKOGUE
820,Construction et équipement d'un bâtiment scolaire de 03 classes avec un bureau- magasin + 2 blocs de latrines + forages photovoltaïques à EPP Djapiebagou,Forages photovoltaïques dans les communautés pour eau de boisson,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,15144852.0,380.0,380.0,52631.57894736842,2025-03-06,2025-06-05,2025-06-23,18.0,3.0,DJAPIEMBAGOU
846,Construction d'un centre communautaire à NALI ANGOH,Forage Photovoltaïque (Centre communautaire),Construction,Remise de l'ouvrage à la communauté 100.0%,Remis a la communaute,,100.0,20000000.0,17001031.0,942.0,942.0,21231.422505307855,2024-06-06,2024-08-06,2024-09-24,49.0,3.0,NALI ANGOH
853,"Construction d'un bâtiment scolaire de 03 salles de classes, un bureau- magasin équipement en table banc et mobilier de bureau avec forage",Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,17474744.0,1900.0,1900.0,10526.315789473685,2024-12-20,2025-03-22,2025-04-05,14.0,3.0,SIMBO
856,Construction d'un centre communautaire à TCHAMONGA CENTRE,Forage Photovoltaïque (Centre communautaire),Construction,Réception définitive 100.0%,Reception definitive,,100.0,20000000.0,17999527.0,2156.0,2156.0,9276.437847866418,2024-06-05,2025-01-31,2025-02-07,7.0,3.0,TCHAMONGA CENTRE
858,Installation d'un forage photovoltaïque pour le maraichage,Forages photovoltaïques pour les activités maraîchères,Construction,Réception définitive 100.0%,Reception definitive,,0.0,20000000.0,17144330.0,814.0,814.0,24570.02457002457,2024-06-05,2025-01-31,2025-01-21,-10.0,3.0,TOPIENGA
859,Installation d'un forage photovoltaïque pour le maraichage,Forages photovoltaïques pour les activités maraîchères,Construction,Remise de l'ouvrage à la communauté 100.0%,Remis a la communaute,,100.0,20000000.0,16801257.0,628.0,628.0,31847.133757961783,2024-06-05,2025-01-31,2024-12-30,-32.0,3.0,KARKOU
860,Installation d'un forage photovoltaïque pour le maraichage,Forages photovoltaïques pour les activités maraîchères,Construction,Remise de l'ouvrage à la communauté 100.0%,Remis a la communaute,,100.0,20000000.0,16765857.0,498.0,498.0,40160.642570281125,2024-06-05,2025-01-31,2025-01-22,-9.0,3.0,TODJAKOU
861,Installation d'un forage photovoltaïque pour le maraichage,Forages photovoltaïques pour les activités maraîchères,Construction,Remise de l'ouvrage à la communauté 100.0%,Remis a la communaute,,100.0,20000000.0,16842557.0,2168.0,2168.0,9225.09225092251,2024-05-30,2025-01-31,2024-12-30,-32.0,3.0,IBASSANDJA
862,Installation d'un forage photovoltaïque pour le maraichage,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,16952659.0,1340.0,1340.0,14925.373134328358,2024-06-05,2025-01-30,2025-01-21,-9.0,3.0,KOROKOU
866,1-Construction d'un bâtiment scolaire de 3 classes avec bureau et latrines  à l'EPP Nakpabak B (lieu-dit Sibiogue): sous projet porté par le CVD DE Sibiogue et soutenu par le CVD de Pokenyète,Forages photovoltaïques dans les établissements scolaires,Construction,Réception définitive 100.0%,Reception definitive,,0.0,20000000.0,18000963.0,600.0,607.0,32948.929159802305,2024-05-31,2024-08-01,2024-08-26,25.0,3.0,SIBIOGUE
870,"construction et équipement d'un batiment scolaire de 4 classes avec bureau, latrines et forage au CEG Kpinkparbagou",Forages photovoltaïques dans les établissements scolaires,Construction,Réception définitive 100.0%,Reception definitive,,0.0,20000000.0,16599390.0,1191.0,939.0,21299.254526091587,2024-05-31,2024-08-01,2024-09-23,53.0,3.0,KPINKPARBAGOU 1
874,Construction d'un centre communautaire à Babona,Forage Photovoltaïque (Centre communautaire),Construction,Réception définitive 100.0%,Reception definitive,,0.0,20000000.0,18046472.0,1846.0,1853.0,10793.308148947652,2024-06-03,2024-09-30,2024-08-26,-35.0,3.0,TAMPIALIME CENTRE 2
875,Construction d'une forage photovoltaïque pour le marâichage et équipements maraîchers,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,16038177.0,1300.0,1300.0,15384.615384615385,2024-05-20,2024-08-01,2024-10-10,70.0,3.0,KOULMATIK-MIRE
876,Appui à la réalisation d'un forage photovoltaïque pour maraîchage,Forages photovoltaïques pour les activités maraîchères,Construction,Réception définitive 100.0%,Reception definitive,,0.0,20000000.0,17553430.0,259.0,260.0,76923.07692307692,2024-05-25,2024-08-25,2024-08-26,1.0,3.0,KPINKPARBAGOU 2
877,Appui à la réalisation d'un forage photovoltaïque pour maraîchage,Forages photovoltaïques pour les activités maraîchères,Construction,Réception définitive 100.0%,Reception definitive,,0.0,20000000.0,16952659.0,926.0,926.0,21598.272138228942,2024-05-20,2024-08-01,2024-11-01,92.0,3.0,PIABRIBAGOU
878,Appui à la réalisation d'un forage photovoltaïque équipé d'un système de pompage pour maraîchage et l'abreuvement des animaux,Forages photovoltaïques pour les activités maraîchères,Construction,Réception définitive 100.0%,Reception definitive,,0.0,20000000.0,16969387.0,735.0,734.0,27247.956403269756,2024-06-03,2024-08-03,2024-08-26,23.0,3.0,NALONGUE 1
882,"ConstruCtion, et équipement d'un jardin d'enfants à l'EPP FAREO ",Forages photovoltaïques dans les établissements scolaires,Construction,Réception définitive 100.0%,Reception definitive,,0.0,20000000.0,15165395.0,1156.0,1156.0,17301.038062283737,2024-06-06,2024-07-13,2024-08-18,36.0,3.0,FAREO
884,ConstruCtion et équipement d'un jardin d'enfants à l'EPP TADERI ,Forages photovoltaïques dans les établissements scolaires,Réhabilitation,Réception définitive 100.0%,Reception definitive,,0.0,20000000.0,14881827.0,1016.0,1016.0,19685.03937007874,2024-05-05,2024-07-13,2024-10-03,82.0,3.0,TADERI
895,Contruction de Batiment scolaire de 3 classes équipées+ bureau+mangasin +forage à EPP Magna,Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,17358376.0,1338.0,1338.0,14947.683109118087,2024-06-03,2024-09-02,2024-09-25,23.0,3.0,MAGNA
897,Contruction de Batiment scolaire de 3 classes équipées+ bureau+mangasin +forage à EPP Fomboro,Forages photovoltaïques dans les établissements scolaires,Construction,Réception technique 100.0%,Reception technique,,0.0,20000000.0,17606907.0,3678.0,3678.0,5437.737901033171,2024-06-03,2024-09-02,2024-10-02,30.0,3.0,FOMBORO
899,Contruction de Batiment scolaire de 3 classes équipées+ bureau+mangasin +forage à EPP DOUANE EST,Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,17606907.0,3221.0,3215.0,6220.839813374806,2024-06-13,,2024-10-03,,3.0,DOUANE-EST
903,Contruction de Batiment scolaire de 3 classes équipées+ bureau+mangasin +forage à EPP Bendenou,Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,17606907.0,2600.0,3600.0,5555.555555555556,2024-06-03,2024-09-02,2024-11-12,71.0,3.0,DJABOU
906,Contruction de Batiment scolaire pour le jardin d'enfants de 2 classes équipées+ bureau+Forage à EPP Bonzoukou,Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,14895699.0,795.0,795.0,25157.232704402515,2024-11-10,2024-12-25,2025-03-12,77.0,3.0,BONZOUKOU
907,Réalisation d'un forage photovoltaïque pour eau de boisson,Forages photovoltaïques dans les communautés pour eau de boisson,Réhabilitation,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,13339373.0,437.0,437.0,45766.59038901602,2025-07-22,2025-10-22,2026-04-01,161.0,3.0,TCHIRI
909,Construction de salle de réunion,Forage Photovoltaïque (Salle de réunion),Construction,Réception technique 100.0%,Reception technique,,0.0,20000000.0,16677418.0,666.0,690.0,28985.507246376812,2024-05-17,,2025-01-17,,3.0,GNANGBANDI (MANGO)
911,Construction d'un centre communautaire à NAKORKOU,Forage Photovoltaïque (Centre communautaire),Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,17884410.0,780.0,780.0,25641.02564102564,2025-03-03,2025-06-03,2026-02-11,253.0,3.0,NAKORKOU
915,Construction d'un batiment scolaire de 3 salles de classe+ bureau+Forage+Bloc sanitaire à l'EPP Gnabadjoani 2,Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,17599408.0,1673.0,1673.0,11954.572624028691,2024-05-20,2024-08-01,2024-10-22,82.0,3.0,GNABADJOUANI 2
919,Construction d'un centre communautaire à KONGO-MOBA,Forage Photovoltaïque (Centre communautaire),Construction,Réception définitive 100.0%,Reception definitive,,0.0,20000000.0,17816068.0,2969.0,2989.0,6691.201070592171,2024-06-11,2024-08-01,2024-08-26,25.0,3.0,KONGO-MOBA
922,Construction d'un forage maraicher à Touontongou,Forages photovoltaïques pour les activités maraîchères,Construction,Réception définitive 100.0%,Reception definitive,,0.0,20000000.0,19217230.0,435.0,442.0,45248.86877828054,2024-06-11,2024-08-01,2024-08-27,26.0,3.0,TOUONTONGOU
923,Réalisation d'un forage maraicher à Kongo-Boumbouni,Forages photovoltaïques pour les activités maraîchères,Construction,Réception définitive 100.0%,Reception definitive,,0.0,20000000.0,16595644.0,365.0,355.0,56338.028169014084,2024-06-11,2024-08-01,2024-09-27,57.0,3.0,KONGO-BOUMBOUNI
925,Réalisation d'un forage maraicher à Kongo-Mossi,Forages photovoltaïques pour les activités maraîchères,Construction,Réception définitive 100.0%,Reception definitive,,0.0,20000000.0,17539644.0,258.0,225.0,88888.88888888889,2024-06-11,2024-08-01,2024-09-27,57.0,3.0,KONGO-MOSSI
927,Réalisation d'un forage maraicher dans le bas-fond de Yobre 1 ,Forages photovoltaïques pour les activités maraîchères,Construction,Réception définitive 100.0%,Reception definitive,,0.0,20000000.0,17000913.0,1497.0,1497.0,13360.05344021376,2024-06-24,2024-08-01,2024-08-18,17.0,3.0,YOBRE 1
932,Construction et équipement d'un centre communautaire,Forage Photovoltaïque (Centre communautaire),Construction,Réception définitive 100.0%,Reception definitive,,0.0,20000000.0,36107008.0,900.0,900.0,22222.222222222223,2024-06-06,2024-09-06,2024-10-03,27.0,3.0,TONGA 2
933,Réalisation d'un forage photovoltaique pour le maraichage,Forages photovoltaïques pour les activités maraîchères,Construction,Remise de l'ouvrage à la communauté 100.0%,Remis a la communaute,,100.0,20000000.0,20929695.0,288.0,288.0,69444.44444444444,2024-05-24,2024-08-21,2024-08-18,-3.0,3.0,KALAO
935,Réalisation d'un forage photovoltaique pour le maraichage,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,33747246.0,98.0,98.0,204081.6326530612,2024-05-25,2024-08-25,2024-10-03,39.0,3.0,SAMOMONI
942,Construction d'un batiment scolaire de 3 classes avec forage à l'EPP,Forages photovoltaïques dans les établissements scolaires,Construction,Réception définitive 100.0%,Reception definitive,,0.0,20000000.0,17110000.0,644.0,644.0,31055.900621118013,2024-05-22,2024-09-21,2024-09-24,3.0,3.0,N'KPE 2
944,Réalisation d'un forage photovoltaique pour le maraichage,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,20485632.0,133.0,133.0,150375.93984962406,2024-06-09,2024-09-09,2025-04-18,221.0,3.0,DJIRIDJO
945,Réalisation du forage photovoltaique pour le maraichage,Forages photovoltaïques pour les activités maraîchères,Construction,Réception définitive 100.0%,Reception definitive,,0.0,20000000.0,21520118.0,56.0,56.0,357142.85714285716,2024-06-02,2024-09-02,2024-08-06,-27.0,3.0,GNOLI
948,Réalisation du forage photovoltaique pour le maraichage,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,21872230.0,235.0,235.0,85106.3829787234,2024-05-21,2024-08-01,2024-10-03,63.0,3.0,SAPOLI
949,Réalisation du forage photovoltaique pour le maraichage,Forages photovoltaïques pour les activités maraîchères,Construction,Réception définitive 100.0%,Reception definitive,,0.0,20000000.0,20248800.0,582.0,551.0,36297.64065335753,2024-05-21,2024-08-21,2024-09-04,14.0,3.0,LENIDO
975,Réalisation d'un forage photovoltaïque pour maraîchage,Forages photovoltaïques pour les activités maraîchères,Construction,Achevé 100.0%,Acheve,,100.0,20000000.0,,1001.0,1001.0,19980.01998001998,,,2026-05-29,,3.0,SAMBROUGUE
976,Réalisation de forage photovoltaïque pour le  JEP de Nakpanag,Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,13774353.0,469.0,172.0,116279.06976744186,2025-10-10,2026-01-10,2026-02-15,36.0,3.0,POAMONGUE
979,Réalisation d'un forage photovoltaïque pour maraîchage,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,13765833.0,1340.0,728.0,27472.527472527472,2025-01-05,2025-04-05,2025-04-30,25.0,3.0,NAGRE
984,Construction d'un bâtiment scolaire avec bureau et magasin sans latrines avec équipement pour le JEP de l'EPP Nagueyiegou avec FORAGE,Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,13870045.0,1204.0,804.0,24875.621890547263,,,2025-10-31,,3.0,NAGUEYIEGOU
1004,Construction et équipement d'un centre communautaire ,Forage Photovoltaïque (Centre communautaire),Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,14170549.0,3722.0,3722.0,5373.455131649651,2024-11-17,2025-03-19,2025-04-01,13.0,3.0,LOTOGOU CENTRE
1007,Réalisation d'un forage photovoltaïque maraicher ,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,15524481.0,414.0,414.0,48309.178743961354,2025-04-18,2025-07-17,2025-07-25,8.0,3.0,KOUKDAGOU
1009,Construction et équipement d'un bâtiment scolaire de trois classes et réalisation d'un forage  Photovoltaïque ,Forages photovoltaïques dans les établissements scolaires,Réhabilitation,Réception définitive 100.0%,Reception definitive,,100.0,20000000.0,14451918.0,386.0,386.0,51813.47150259068,2025-04-21,2025-06-20,2025-05-22,-29.0,3.0,BOUTASSOUGOU
1011,Réalisation d'un forage photovoltaïque maraicher ,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,17729585.0,185.0,185.0,108108.1081081081,2025-08-07,2025-11-07,2025-12-31,54.0,3.0,POMONGUE
1013,"Construction et équipement d'un bâtiment scolaire de trois classes, bloc latrine et forage photovoltaïque ",Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,13391383.0,810.0,960.0,20833.333333333332,2025-04-02,2025-07-02,2025-11-15,136.0,3.0,DASSOUTE-BAGOU
1020,Réalisation d'un forage photovoltaïque pour le maraîchage ,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,20396607.0,896.0,896.0,22321.428571428572,2025-03-14,2025-06-14,2025-06-25,11.0,3.0,KPÉKIBONGUE
1022,Réalisation d'un forage photovoltaïque pour le maraîchage ,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,15839258.0,,,,2024-12-04,2025-03-08,2025-04-14,37.0,3.0,SANDJAK 2
1024,Réalisation d'un forage photovoltaique pour le Maraichage ,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,17683580.0,732.0,732.0,27322.4043715847,2025-03-17,2025-07-17,2025-07-31,14.0,3.0,NOK-DONG
1028,Construction d'un bâtiment scolaire de 3 salles de classes+Bureau+magasin+Forage+Latrines à l'EPP de Djabiène,Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,15531879.0,540.0,540.0,37037.03703703704,2024-12-19,2025-03-01,2025-02-13,-16.0,3.0,DJABIENE
1032,Construction d'un bâtiment scolaire de 3 salles de classe+forage+bloc sanitaire à l'EPP Koundoungou,Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,14237833.0,2041.0,599.0,33388.9816360601,2024-12-29,2025-03-29,2025-04-30,32.0,3.0,KOUNDOUNGOU 1
1034,Construction d'un bâtimentd'un bâtiment scolaire de 3 classes + Bureau+Magasin+forage photovoltaïque à l'EPP Wantambongue,Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,19055295.0,537.0,537.0,37243.947858472995,2025-09-26,2025-12-26,2025-12-11,-15.0,3.0,WANTAMBONGUE 1
1044,"Construction d'un batiment scolaire de trois classes,bureau,magasin et blocs sanitaires + forage à l'EPP ",Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,14827833.0,255.0,255.0,78431.37254901961,2024-10-18,2025-01-18,2025-04-30,102.0,3.0,SIGUIBAGOU 2
1046,"Construction d'un batiment scolaire de trois classes,bureau,magasin et blocs sanitaires avec forage à l'EPP Matougou B",Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,14045380.0,329.0,,,2024-11-13,2025-04-17,2025-10-31,197.0,3.0,LARSIOK
1050,Réalisation  d'un forage photovoltaique pour le maraichage ,Forages photovoltaïques pour les activités maraîchères,Construction,Achevé 100.0%,Acheve,,0.0,20000000.0,23319402.0,161.0,191.0,104712.04188481676,2025-10-27,2026-01-27,2026-03-17,49.0,3.0,MAGNA BAS
1057,Construction et équipement d'un bâtiement  scolaire de 03 classes avec Bureau-magasin + 2blocs latrines et un forage ,Forages photovoltaïques dans les établissements scolaires,Construction,Réception définitive 100.0%,Reception definitive,,100.0,20000000.0,13885579.0,1130.0,1130.0,17699.11504424779,2024-11-10,2025-02-10,2025-02-19,9.0,3.0,SANPEDIGBENDE 2
1065,Réalissation d'un forage photovoltaïque maraicher,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,100.0,20000000.0,18241183.0,976.0,979.0,20429.00919305414,2025-05-20,2025-10-20,2025-09-21,-29.0,5.0,KPATCHIANGBANE 1
1066,Réalissation d'un forage photovoltaïque maraicher,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,15268345.0,421.0,468.0,42735.042735042734,2025-02-20,2025-05-20,2025-10-06,139.0,3.0,NASSIEGOU
1067,Réalissation d'un forage photovoltaïque maraicher,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,18241183.0,1106.0,1106.0,18083.182640144667,2025-05-20,2025-10-20,2025-09-21,-29.0,5.0,BASSOUDOUGOU
1068,Réalissation d'un forage photovoltaïque maraicher,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,16101425.0,252.0,250.0,80000.0,2025-03-07,2025-06-07,2025-09-15,100.0,3.0,KPIMONE
1069,Réalissation d'un forage photovoltaïque maraicher,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,18035852.0,615.0,615.0,32520.325203252032,2025-07-11,2025-11-10,2025-12-16,36.0,3.0,FALNAGUE 1
1070,Réalissation d'un forage photovoltaïque maraicher,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,18241183.0,894.0,894.0,22371.364653243847,2025-04-03,2025-09-03,2025-09-21,18.0,5.0,NAKORGOU
1071,Réalissation d'un forage photovoltaïque maraicher,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,16171828.0,1312.0,1312.0,15243.90243902439,2025-05-20,2025-09-19,2025-12-16,88.0,4.0,KARIATA
1072,Réalissation d'un forage photovoltaïque maraicher,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,18449595.0,685.0,683.0,29282.576866764277,2025-04-20,2025-08-20,2025-09-15,26.0,4.0,NAKPALI 2
1073,Réalissation d'un forage photovoltaïque maraicher,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,15622345.0,1096.0,1096.0,18248.17518248175,2025-04-14,2025-07-14,2025-09-15,63.0,3.0,TCHANDANA
1076,"Construction d'un batiment scolaire de trois classes,bureau,magasin  + forage ",Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,15734852.0,1749.0,1649.0,12128.56276531231,2025-03-22,2025-06-21,2025-07-11,20.0,3.0,KEREKETE
1080,Construction d'un batiment scolaire à l'EPP avec forage,Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,14498465.0,567.0,567.0,35273.36860670194,2025-03-22,2025-06-21,2025-07-10,19.0,3.0,TAMBINAMONE
1082,Construction d'un batiment scolaire à l'EPP avec forage,Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,14005745.0,388.0,388.0,51546.39175257732,2025-10-11,2026-01-11,2026-03-12,60.0,3.0,KOUWAKOU
1087,construcion d'un centre communautaire,Forage Photovoltaïque (Centre communautaire),Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,13191793.0,519.0,519.0,38535.64547206166,2025-01-20,2025-04-20,2025-09-08,141.0,3.0,KPANDJINI
1093,Construction d'un bâtiment scolaire de trois salles de classe+bureau+ magasin  avec forage à l'EPP NABILE  B,Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,100.0,20000000.0,13225385.0,1768.0,1768.0,11312.217194570136,2025-06-28,2025-09-28,2025-11-15,48.0,3.0,NABILE
1101,"Appui à la construction d'un batiment scolaire de 03 classes, un bureau et magasin à l'EPP Nadjankarkou, avec forage",Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,13225385.0,724.0,714.0,28011.204481792716,2025-04-28,2025-07-28,2025-10-13,77.0,3.0,NADJANKARKOU
1104,"Construction et équipement d'un bâtiment scolaire de 3 classes avec bureau, magasin, latrines et d'un forage photovoltaïque à l'EPP Sakou",Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,100.0,20000000.0,13944156.0,834.0,834.0,23980.815347721822,,,2025-09-29,,3.0,SAKOU
1109,Construction d'un bâtiment pour le préscolaire au JEP Djèbouri ,Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,13225385.0,2400.0,2902.0,6891.7987594762235,2025-06-28,2025-09-28,2025-12-02,65.0,3.0,DJEBOURI
1112,Construction et équipement d'un batiment scolaire + forage pour le jardin d'enfants JEP de Djé-Djabou,Forages photovoltaïques dans les établissements scolaires,Construction,Réception définitive 100.0%,Reception definitive,,0.0,20000000.0,14540043.0,1987.0,1357.0,14738.393515106853,2024-10-17,2025-01-17,2025-01-28,11.0,3.0,DJE-DJABOU
1115,Réalisation d'un forage photovoltaique pour le maraichage,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,21167901.0,2103.0,2072.0,9652.509652509652,2025-06-03,2026-01-03,2026-02-15,43.0,7.0,WOGOU/VILLAGE
1116,Réalisation d'un forage photovoltaique pour le maraichage et abreuvement des animaux,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,100.0,20000000.0,22556248.0,564.0,564.0,35460.99290780142,2025-05-21,2025-08-21,2025-08-28,7.0,3.0,GBATENI
1117,Réalisation d'un forage photovoltaique pour le maraichage,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,100.0,20000000.0,22556248.0,450.0,450.0,44444.444444444445,,,2026-04-01,,3.0,NAKPATI
1120,"Construction d'un bâtiment scolaire de trois (3) classes, bureau , magasin et forage photovoltaïque",Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,13225385.0,2822.0,2784.0,7183.908045977011,2024-10-15,2025-05-16,2025-10-20,157.0,3.0,FIEGOU
1122,"Construction d'un bâtiment scolaire de quatre (4) classes, bureaun , magasin et forage au CEG TONTONDI",Forages photovoltaïques dans les établissements scolaires,Construction,Achevé 100.0%,Acheve,,0.0,20000000.0,15297015.0,1151.0,1151.0,17376.19461337967,2025-11-19,2026-02-12,2026-02-15,3.0,3.0,TONTONDI
1129,Construction d'un JEP de deux (2) classes+forage photovoltaïque,Forages photovoltaïques dans les établissements scolaires,Construction,Achevé 100.0%,Acheve,,0.0,20000000.0,15567331.0,580.0,580.0,34482.75862068965,2025-10-08,2026-01-08,2026-02-15,38.0,3.0,BAKANOU
1136,Réalisation d'un foarge photovoltaique à de fin de maraichage,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,18604178.0,448.0,448.0,44642.857142857145,,,2025-08-06,,3.0,NATCHITONI
1137,Réalisation d'un forage photovoltaïque à des fins de maraichage,Forages photovoltaïques pour les activités maraîchères,Construction,Achevé 100.0%,Acheve,,0.0,20000000.0,16651080.0,600.0,600.0,33333.333333333336,2025-11-21,2026-02-21,2026-03-09,16.0,3.0,TCHANKPERE
1138,Réalisation d'un foarge photovoltaïque à des fins de maraichage,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,17683580.0,1314.0,1314.0,15220.700152207002,2025-04-30,2025-07-30,2025-08-28,29.0,3.0,NAMOUMALE
